,Computer,Block,Day,Trial,Plates,location,animal,start,end,lardist,stdate,sttime
267,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,480,540,274.2,21/06/2016,14:11:27
268,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,480,540,49.7,21/06/2016,14:11:27
269,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,480,540,241.1,21/06/2016,14:11:27
270,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,480,540,87.6,21/06/2016,14:11:27
271,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,480,540,1096.3,21/06/2016,14:11:27
272,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,480,540,170.7,21/06/2016,14:11:27
273,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,480,540,390.8,21/06/2016,14:11:27
274,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,480,540,219.5,21/06/2016,14:11:27
275,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,480,540,383.3,21/06/2016,14:11:27
276,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,480,540,226.2,21/06/2016,14:11:27
277,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,480,540,224,21/06/2016,14:11:27
278,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,480,540,171.9,21/06/2016,14:11:27
279,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,480,540,188.2,21/06/2016,14:11:27
280,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,480,540,33.2,21/06/2016,14:11:27
281,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,480,540,99.4,21/06/2016,14:11:27
282,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,480,540,286.8,21/06/2016,14:11:27
283,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,480,540,480.4,21/06/2016,14:11:27
284,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,480,540,363.8,21/06/2016,14:11:27
285,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,480,540,320.7,21/06/2016,14:11:27
286,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,480,540,399.2,21/06/2016,14:11:27
287,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,480,540,308.5,21/06/2016,14:11:27
304,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,540,600,71,21/06/2016,14:12:27
305,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,540,600,228.6,21/06/2016,14:12:27
306,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,540,600,407.5,21/06/2016,14:12:27
307,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,540,600,342.9,21/06/2016,14:12:27
308,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,540,600,233.4,21/06/2016,14:12:27
309,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,540,600,292.7,21/06/2016,14:12:27
310,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,540,600,297.9,21/06/2016,14:12:27
311,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,540,600,6.7,21/06/2016,14:12:27
312,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,540,600,280.9,21/06/2016,14:12:27
313,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,540,600,211.8,21/06/2016,14:12:27
314,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,540,600,198.7,21/06/2016,14:12:27
315,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,540,600,212.4,21/06/2016,14:12:27
316,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,540,600,8.6,21/06/2016,14:12:27
317,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,540,600,231.4,21/06/2016,14:12:27
318,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,540,600,55.6,21/06/2016,14:12:27
319,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,540,600,451.1,21/06/2016,14:12:27
288,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,540,600,239,21/06/2016,14:12:27
289,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,540,600,398.6,21/06/2016,14:12:27
290,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,540,600,231.5,21/06/2016,14:12:27
291,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,540,600,361.8,21/06/2016,14:12:27
292,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,540,600,200.2,21/06/2016,14:12:27
293,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,540,600,261.2,21/06/2016,14:12:27
294,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,540,600,171,21/06/2016,14:12:27
295,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,540,600,188.3,21/06/2016,14:12:27
296,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,540,600,40,21/06/2016,14:12:27
297,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,540,600,144.4,21/06/2016,14:12:27
298,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,540,600,169,21/06/2016,14:12:27
299,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,540,600,379,21/06/2016,14:12:27
300,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,540,600,359.8,21/06/2016,14:12:27
301,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,540,600,267.6,21/06/2016,14:12:27
302,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,540,600,378.2,21/06/2016,14:12:27
303,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,540,600,251.3,21/06/2016,14:12:27
320,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,600,660,74.8,21/06/2016,14:13:27
321,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,600,660,226.2,21/06/2016,14:13:27
322,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,600,660,388.8,21/06/2016,14:13:27
323,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,600,660,194.4,21/06/2016,14:13:27
324,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,600,660,210.4,21/06/2016,14:13:27
325,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,600,660,265.3,21/06/2016,14:13:27
326,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,600,660,243.6,21/06/2016,14:13:27
327,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,600,660,3.1,21/06/2016,14:13:27
328,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,600,660,265.4,21/06/2016,14:13:27
329,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,600,660,179.7,21/06/2016,14:13:27
330,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,600,660,175.3,21/06/2016,14:13:27
331,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,600,660,262.2,21/06/2016,14:13:27
332,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,600,660,66.4,21/06/2016,14:13:27
333,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,600,660,253.7,21/06/2016,14:13:27
334,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,600,660,131.8,21/06/2016,14:13:27
335,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,600,660,901.7,21/06/2016,14:13:27
336,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,600,660,210.4,21/06/2016,14:13:27
337,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,600,660,345.3,21/06/2016,14:13:27
338,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,600,660,213,21/06/2016,14:13:27
339,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,600,660,275.6,21/06/2016,14:13:27
340,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,600,660,201,21/06/2016,14:13:27
341,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,600,660,302.4,21/06/2016,14:13:27
342,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,600,660,136.3,21/06/2016,14:13:27
343,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,600,660,151.2,21/06/2016,14:13:27
344,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,600,660,31.4,21/06/2016,14:13:27
345,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,600,660,148.8,21/06/2016,14:13:27
346,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,600,660,279,21/06/2016,14:13:27
347,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,600,660,302.7,21/06/2016,14:13:27
348,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,600,660,388,21/06/2016,14:13:27
349,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,600,660,287.1,21/06/2016,14:13:27
350,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,600,660,276.8,21/06/2016,14:13:27
351,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,600,660,269.7,21/06/2016,14:13:27
352,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,660,720,92.2,21/06/2016,14:14:27
353,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,660,720,269.7,21/06/2016,14:14:27
354,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,660,720,428.5,21/06/2016,14:14:27
355,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,660,720,275.7,21/06/2016,14:14:27
356,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,660,720,221.2,21/06/2016,14:14:27
357,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,660,720,324.5,21/06/2016,14:14:27
358,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,660,720,184.6,21/06/2016,14:14:27
359,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,660,720,16.8,21/06/2016,14:14:27
360,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,660,720,194.2,21/06/2016,14:14:27
361,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,660,720,235.7,21/06/2016,14:14:27
362,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,660,720,232.6,21/06/2016,14:14:27
363,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,660,720,210.9,21/06/2016,14:14:27
364,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,660,720,25.4,21/06/2016,14:14:27
365,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,660,720,165.2,21/06/2016,14:14:27
366,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,660,720,94.8,21/06/2016,14:14:27
367,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,660,720,676.1,21/06/2016,14:14:27
368,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,660,720,209,21/06/2016,14:14:27
369,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,660,720,406.4,21/06/2016,14:14:27
370,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,660,720,286,21/06/2016,14:14:27
371,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,660,720,242.4,21/06/2016,14:14:27
372,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,660,720,252.2,21/06/2016,14:14:27
373,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,660,720,249.1,21/06/2016,14:14:27
374,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,660,720,204.2,21/06/2016,14:14:27
375,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,660,720,143.9,21/06/2016,14:14:27
376,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,660,720,15.6,21/06/2016,14:14:27
377,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,660,720,204.2,21/06/2016,14:14:27
378,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,660,720,75.3,21/06/2016,14:14:27
379,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,660,720,226.6,21/06/2016,14:14:27
380,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,660,720,328.3,21/06/2016,14:14:27
381,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,660,720,336.5,21/06/2016,14:14:27
382,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,660,720,286.5,21/06/2016,14:14:27
383,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,660,720,303.8,21/06/2016,14:14:27
384,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,720,780,71.1,21/06/2016,14:15:27
385,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,720,780,243.6,21/06/2016,14:15:27
386,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,720,780,369.4,21/06/2016,14:15:27
387,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,720,780,259.2,21/06/2016,14:15:27
388,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,720,780,203.8,21/06/2016,14:15:27
389,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,720,780,205,21/06/2016,14:15:27
390,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,720,780,129.5,21/06/2016,14:15:27
391,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,720,780,244.9,21/06/2016,14:15:27
392,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,720,780,59.5,21/06/2016,14:15:27
393,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,720,780,245.1,21/06/2016,14:15:27
394,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,720,780,161.2,21/06/2016,14:15:27
395,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,720,780,243.9,21/06/2016,14:15:27
396,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,720,780,42.5,21/06/2016,14:15:27
397,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,720,780,257.3,21/06/2016,14:15:27
398,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,720,780,179.8,21/06/2016,14:15:27
399,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,720,780,797,21/06/2016,14:15:27
400,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,720,780,229.7,21/06/2016,14:15:27
401,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,720,780,413.4,21/06/2016,14:15:27
402,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,720,780,230.9,21/06/2016,14:15:27
403,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,720,780,330.6,21/06/2016,14:15:27
404,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,720,780,142.2,21/06/2016,14:15:27
405,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,720,780,216.6,21/06/2016,14:15:27
406,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,720,780,197.9,21/06/2016,14:15:27
407,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,720,780,96.9,21/06/2016,14:15:27
408,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,720,780,29.6,21/06/2016,14:15:27
409,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,720,780,155.6,21/06/2016,14:15:27
410,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,720,780,32.6,21/06/2016,14:15:27
411,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,720,780,205.1,21/06/2016,14:15:27
412,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,720,780,382.4,21/06/2016,14:15:27
413,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,720,780,324.5,21/06/2016,14:15:27
414,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,720,780,332.6,21/06/2016,14:15:27
415,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,720,780,301.7,21/06/2016,14:15:27
416,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,780,840,104.2,21/06/2016,14:16:27
417,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,780,840,230,21/06/2016,14:16:27
418,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,780,840,376.6,21/06/2016,14:16:27
419,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,780,840,240.3,21/06/2016,14:16:27
420,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,780,840,165.6,21/06/2016,14:16:27
421,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,780,840,164.9,21/06/2016,14:16:27
422,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,780,840,295.9,21/06/2016,14:16:27
423,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,780,840,187.6,21/06/2016,14:16:27
424,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,780,840,55.4,21/06/2016,14:16:27
425,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,780,840,246.4,21/06/2016,14:16:27
426,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,780,840,217.1,21/06/2016,14:16:27
427,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,780,840,205.2,21/06/2016,14:16:27
428,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,780,840,38.1,21/06/2016,14:16:27
429,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,780,840,247.6,21/06/2016,14:16:27
430,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,780,840,180.8,21/06/2016,14:16:27
431,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,780,840,613.2,21/06/2016,14:16:27
432,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,780,840,187.6,21/06/2016,14:16:27
433,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,780,840,402.7,21/06/2016,14:16:27
434,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,780,840,247.4,21/06/2016,14:16:27
435,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,780,840,513.3,21/06/2016,14:16:27
436,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,780,840,249.9,21/06/2016,14:16:27
437,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,780,840,262.1,21/06/2016,14:16:27
438,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,780,840,183.6,21/06/2016,14:16:27
439,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,780,840,157.9,21/06/2016,14:16:27
440,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,780,840,35.5,21/06/2016,14:16:27
441,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,780,840,136.9,21/06/2016,14:16:27
442,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,780,840,22.2,21/06/2016,14:16:27
443,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,780,840,201.4,21/06/2016,14:16:27
444,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,780,840,360.2,21/06/2016,14:16:27
445,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,780,840,255.8,21/06/2016,14:16:27
446,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,780,840,392.8,21/06/2016,14:16:27
447,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,780,840,266.1,21/06/2016,14:16:27
448,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,840,900,52.8,21/06/2016,14:17:27
449,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,840,900,211.6,21/06/2016,14:17:27
450,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,840,900,436.9,21/06/2016,14:17:27
451,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,840,900,224.5,21/06/2016,14:17:27
452,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,840,900,185.3,21/06/2016,14:17:27
453,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,840,900,294.9,21/06/2016,14:17:27
454,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,840,900,313.9,21/06/2016,14:17:27
455,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,840,900,252.3,21/06/2016,14:17:27
456,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,840,900,41.3,21/06/2016,14:17:27
457,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,840,900,229.7,21/06/2016,14:17:27
458,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,840,900,177.9,21/06/2016,14:17:27
459,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,840,900,239.9,21/06/2016,14:17:27
460,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,840,900,99.3,21/06/2016,14:17:27
461,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,840,900,233.5,21/06/2016,14:17:27
462,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,840,900,110,21/06/2016,14:17:27
463,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,840,900,543.8,21/06/2016,14:17:27
464,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,840,900,207.4,21/06/2016,14:17:27
465,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,840,900,392,21/06/2016,14:17:27
466,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,840,900,251.2,21/06/2016,14:17:27
467,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,840,900,440.8,21/06/2016,14:17:27
468,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,840,900,199.8,21/06/2016,14:17:27
469,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,840,900,284.8,21/06/2016,14:17:27
470,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,840,900,181.9,21/06/2016,14:17:27
471,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,840,900,79.7,21/06/2016,14:17:27
472,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,840,900,43.3,21/06/2016,14:17:27
473,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,840,900,177.4,21/06/2016,14:17:27
474,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,840,900,67.3,21/06/2016,14:17:27
475,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,840,900,161.5,21/06/2016,14:17:27
476,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,840,900,386.4,21/06/2016,14:17:27
477,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,840,900,242.8,21/06/2016,14:17:27
478,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,840,900,441.6,21/06/2016,14:17:27
479,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,840,900,315.4,21/06/2016,14:17:27
496,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,900,960,56.8,21/06/2016,14:18:27
497,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,900,960,227.3,21/06/2016,14:18:27
498,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,900,960,362.3,21/06/2016,14:18:27
499,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,900,960,327.8,21/06/2016,14:18:27
500,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,900,960,323.4,21/06/2016,14:18:27
501,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,900,960,212.7,21/06/2016,14:18:27
502,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,900,960,271.4,21/06/2016,14:18:27
503,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,900,960,156.3,21/06/2016,14:18:27
504,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,900,960,35.6,21/06/2016,14:18:27
505,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,900,960,229.7,21/06/2016,14:18:27
506,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,900,960,180,21/06/2016,14:18:27
507,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,900,960,211.6,21/06/2016,14:18:27
508,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,900,960,62.1,21/06/2016,14:18:27
509,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,900,960,206.9,21/06/2016,14:18:27
510,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,900,960,154.2,21/06/2016,14:18:27
511,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,900,960,670.1,21/06/2016,14:18:27
480,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,900,960,212,21/06/2016,14:18:27
481,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,900,960,340.5,21/06/2016,14:18:27
482,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,900,960,214,21/06/2016,14:18:27
483,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,900,960,362.2,21/06/2016,14:18:27
484,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,900,960,220.1,21/06/2016,14:18:27
485,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,900,960,247.7,21/06/2016,14:18:27
486,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,900,960,174.6,21/06/2016,14:18:27
487,1.0,1.0,1.0,1.0,AB,c2-008,DM2024,900,960,171.1,21/06/2016,14:18:27
488,1.0,1.0,1.0,1.0,AB,c2-009,DM2025,900,960,56.7,21/06/2016,14:18:27
489,1.0,1.0,1.0,1.0,AB,c2-010,DM2026,900,960,111.2,21/06/2016,14:18:27
490,1.0,1.0,1.0,1.0,AB,c2-011,DM2027,900,960,22.2,21/06/2016,14:18:27
491,1.0,1.0,1.0,1.0,AB,c2-012,DM2028,900,960,203.7,21/06/2016,14:18:27
492,1.0,1.0,1.0,1.0,AB,c2-013,DM2029,900,960,323.1,21/06/2016,14:18:27
493,1.0,1.0,1.0,1.0,AB,c2-014,DM2030,900,960,293.4,21/06/2016,14:18:27
494,1.0,1.0,1.0,1.0,AB,c2-015,DM2031,900,960,234.8,21/06/2016,14:18:27
495,1.0,1.0,1.0,1.0,AB,c2-016,DM2032,900,960,262.4,21/06/2016,14:18:27
512,1.0,1.0,1.0,1.0,AB,c1-001,DM1001,960,1020,68.5,21/06/2016,14:19:27
513,1.0,1.0,1.0,1.0,AB,c1-002,DM1002,960,1020,224.8,21/06/2016,14:19:27
514,1.0,1.0,1.0,1.0,AB,c1-003,DM1003,960,1020,447.3,21/06/2016,14:19:27
515,1.0,1.0,1.0,1.0,AB,c1-004,DM1004,960,1020,283.5,21/06/2016,14:19:27
516,1.0,1.0,1.0,1.0,AB,c1-005,DM1005,960,1020,331.6,21/06/2016,14:19:27
517,1.0,1.0,1.0,1.0,AB,c1-006,DM1006,960,1020,62.7,21/06/2016,14:19:27
518,1.0,1.0,1.0,1.0,AB,c1-007,DM1007,960,1020,278.6,21/06/2016,14:19:27
519,1.0,1.0,1.0,1.0,AB,c1-008,DM1008,960,1020,114,21/06/2016,14:19:27
520,1.0,1.0,1.0,1.0,AB,c1-009,DM1009,960,1020,89.9,21/06/2016,14:19:27
521,1.0,1.0,1.0,1.0,AB,c1-010,DM1010,960,1020,226.4,21/06/2016,14:19:27
522,1.0,1.0,1.0,1.0,AB,c1-011,DM1011,960,1020,199,21/06/2016,14:19:27
523,1.0,1.0,1.0,1.0,AB,c1-012,DM1012,960,1020,221.4,21/06/2016,14:19:27
524,1.0,1.0,1.0,1.0,AB,c1-013,DM1013,960,1020,63.3,21/06/2016,14:19:27
525,1.0,1.0,1.0,1.0,AB,c1-014,DM1014,960,1020,260.4,21/06/2016,14:19:27
526,1.0,1.0,1.0,1.0,AB,c1-015,DM1015,960,1020,156.8,21/06/2016,14:19:27
527,1.0,1.0,1.0,1.0,AB,c1-016,DM1016,960,1020,720,21/06/2016,14:19:27
528,1.0,1.0,1.0,1.0,AB,c2-001,DM2017,960,1020,195.1,21/06/2016,14:19:27
529,1.0,1.0,1.0,1.0,AB,c2-002,DM2018,960,1020,295.2,21/06/2016,14:19:27
530,1.0,1.0,1.0,1.0,AB,c2-003,DM2019,960,1020,248,21/06/2016,14:19:27
531,1.0,1.0,1.0,1.0,AB,c2-004,DM2020,960,1020,466.4,21/06/2016,14:19:27
532,1.0,1.0,1.0,1.0,AB,c2-005,DM2021,960,1020,254.1,21/06/2016,14:19:27
533,1.0,1.0,1.0,1.0,AB,c2-006,DM2022,960,1020,289.4,21/06/2016,14:19:27
534,1.0,1.0,1.0,1.0,AB,c2-007,DM2023,960,1020,183.6,21/06/2016,14:19:27
