,Computer,Block,Day,Trial,Plates,location,animal,start,end,lardist,stdate,sttime
11476,2.0,1.0,4.0,2.0,HI,c1-010,DM3010,1680,1740,163.3,24/06/2016,15:26:13
11477,2.0,1.0,4.0,2.0,HI,c1-011,DM3011,1680,1740,26.6,24/06/2016,15:26:13
11478,2.0,1.0,4.0,2.0,HI,c1-012,DM3012,1680,1740,62.6,24/06/2016,15:26:13
11479,2.0,1.0,4.0,2.0,HI,c1-013,DM3013,1680,1740,158,24/06/2016,15:26:13
11480,2.0,1.0,4.0,2.0,HI,c1-014,DM3014,1680,1740,189.6,24/06/2016,15:26:13
11481,2.0,1.0,4.0,2.0,HI,c1-015,DM3015,1680,1740,198.8,24/06/2016,15:26:13
11482,2.0,1.0,4.0,2.0,HI,c1-016,DM3016,1680,1740,256.9,24/06/2016,15:26:13
11483,2.0,1.0,4.0,2.0,HI,c2-001,DM4017,1680,1740,416,24/06/2016,15:26:13
11484,2.0,1.0,4.0,2.0,HI,c2-002,DM4018,1680,1740,258.3,24/06/2016,15:26:13
11485,2.0,1.0,4.0,2.0,HI,c2-003,DM4019,1680,1740,328.5,24/06/2016,15:26:13
11486,2.0,1.0,4.0,2.0,HI,c2-004,DM4020,1680,1740,426.3,24/06/2016,15:26:13
11487,2.0,1.0,4.0,2.0,HI,c2-005,DM4021,1680,1740,106.4,24/06/2016,15:26:13
11488,2.0,1.0,4.0,2.0,HI,c2-006,DM4022,1680,1740,81.9,24/06/2016,15:26:13
11489,2.0,1.0,4.0,2.0,HI,c2-007,DM4023,1680,1740,232.2,24/06/2016,15:26:13
11490,2.0,1.0,4.0,2.0,HI,c2-008,DM4024,1680,1740,281.2,24/06/2016,15:26:13
11491,2.0,1.0,4.0,2.0,HI,c2-009,DM4025,1680,1740,213.3,24/06/2016,15:26:13
11492,2.0,1.0,4.0,2.0,HI,c2-010,DM4026,1680,1740,39.8,24/06/2016,15:26:13
11493,2.0,1.0,4.0,2.0,HI,c2-011,DM4027,1680,1740,185.2,24/06/2016,15:26:13
11494,2.0,1.0,4.0,2.0,HI,c2-012,DM4028,1680,1740,221.3,24/06/2016,15:26:13
11495,2.0,1.0,4.0,2.0,HI,c2-013,DM4029,1680,1740,71.6,24/06/2016,15:26:13
11496,2.0,1.0,4.0,2.0,HI,c2-014,DM4030,1680,1740,377.9,24/06/2016,15:26:13
11497,2.0,1.0,4.0,2.0,HI,c2-015,DM4031,1680,1740,152.8,24/06/2016,15:26:13
11498,2.0,1.0,4.0,2.0,HI,c2-016,DM4032,1680,1740,31,24/06/2016,15:26:13
11499,2.0,1.0,4.0,2.0,HI,c1-001,DM3001,1740,1800,42.5,24/06/2016,15:27:13
11500,2.0,1.0,4.0,2.0,HI,c1-002,DM3002,1740,1800,226.8,24/06/2016,15:27:13
11501,2.0,1.0,4.0,2.0,HI,c1-003,DM3003,1740,1800,101.1,24/06/2016,15:27:13
11502,2.0,1.0,4.0,2.0,HI,c1-004,DM3004,1740,1800,334.7,24/06/2016,15:27:13
11503,2.0,1.0,4.0,2.0,HI,c1-005,DM3005,1740,1800,166.6,24/06/2016,15:27:13
11504,2.0,1.0,4.0,2.0,HI,c1-006,DM3006,1740,1800,266.1,24/06/2016,15:27:13
11505,2.0,1.0,4.0,2.0,HI,c1-007,DM3007,1740,1800,267.9,24/06/2016,15:27:13
11506,2.0,1.0,4.0,2.0,HI,c1-008,DM3008,1740,1800,0,24/06/2016,15:27:13
11507,2.0,1.0,4.0,2.0,HI,c1-009,DM3009,1740,1800,298.1,24/06/2016,15:27:13
11508,2.0,1.0,4.0,2.0,HI,c1-010,DM3010,1740,1800,181.1,24/06/2016,15:27:13
11509,2.0,1.0,4.0,2.0,HI,c1-011,DM3011,1740,1800,88,24/06/2016,15:27:13
11510,2.0,1.0,4.0,2.0,HI,c1-012,DM3012,1740,1800,64.9,24/06/2016,15:27:13
11511,2.0,1.0,4.0,2.0,HI,c1-013,DM3013,1740,1800,69.2,24/06/2016,15:27:13
11512,2.0,1.0,4.0,2.0,HI,c1-014,DM3014,1740,1800,238.9,24/06/2016,15:27:13
11513,2.0,1.0,4.0,2.0,HI,c1-015,DM3015,1740,1800,167.7,24/06/2016,15:27:13
11514,2.0,1.0,4.0,2.0,HI,c1-016,DM3016,1740,1800,192.9,24/06/2016,15:27:13
11515,2.0,1.0,4.0,2.0,HI,c2-001,DM4017,1740,1800,170.9,24/06/2016,15:27:13
11516,2.0,1.0,4.0,2.0,HI,c2-002,DM4018,1740,1800,294.1,24/06/2016,15:27:13
11517,2.0,1.0,4.0,2.0,HI,c2-003,DM4019,1740,1800,168.4,24/06/2016,15:27:13
11518,2.0,1.0,4.0,2.0,HI,c2-004,DM4020,1740,1800,456,24/06/2016,15:27:13
11519,2.0,1.0,4.0,2.0,HI,c2-005,DM4021,1740,1800,80.8,24/06/2016,15:27:13
11520,2.0,1.0,4.0,2.0,HI,c2-006,DM4022,1740,1800,132,24/06/2016,15:27:13
11521,2.0,1.0,4.0,2.0,HI,c2-007,DM4023,1740,1800,252.2,24/06/2016,15:27:13
11522,2.0,1.0,4.0,2.0,HI,c2-008,DM4024,1740,1800,251.2,24/06/2016,15:27:13
11523,2.0,1.0,4.0,2.0,HI,c2-009,DM4025,1740,1800,211.8,24/06/2016,15:27:13
11524,2.0,1.0,4.0,2.0,HI,c2-010,DM4026,1740,1800,68.6,24/06/2016,15:27:13
11525,2.0,1.0,4.0,2.0,HI,c2-011,DM4027,1740,1800,238.9,24/06/2016,15:27:13
11526,2.0,1.0,4.0,2.0,HI,c2-012,DM4028,1740,1800,224.8,24/06/2016,15:27:13
11527,2.0,1.0,4.0,2.0,HI,c2-013,DM4029,1740,1800,33.7,24/06/2016,15:27:13
11528,2.0,1.0,4.0,2.0,HI,c2-014,DM4030,1740,1800,455.1,24/06/2016,15:27:13
11529,2.0,1.0,4.0,2.0,HI,c2-015,DM4031,1740,1800,181.1,24/06/2016,15:27:13
11530,2.0,1.0,4.0,2.0,HI,c2-016,DM4032,1740,1800,51.5,24/06/2016,15:27:13
11548,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,0,60,286.6,12/07/2016,11:33:53
11549,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,0,60,317.9,12/07/2016,11:33:53
11550,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,0,60,264.3,12/07/2016,11:33:53
11551,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,0,60,70.7,12/07/2016,11:33:53
11552,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,0,60,304.7,12/07/2016,11:33:53
11553,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,0,60,289.2,12/07/2016,11:33:53
11554,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,0,60,251.3,12/07/2016,11:33:53
11555,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,0,60,318.2,12/07/2016,11:33:53
11556,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,0,60,173.6,12/07/2016,11:33:53
11557,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,0,60,281.4,12/07/2016,11:33:53
11558,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,0,60,224.3,12/07/2016,11:33:53
11559,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,0,60,429.9,12/07/2016,11:33:53
11560,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,0,60,420.5,12/07/2016,11:33:53
11561,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,0,60,199,12/07/2016,11:33:53
11562,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,0,60,182.8,12/07/2016,11:33:53
11563,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,0,60,198.8,12/07/2016,11:33:53
11532,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,0,60,313.3,12/07/2016,11:33:53
11533,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,0,60,275.2,12/07/2016,11:33:53
11534,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,0,60,206.1,12/07/2016,11:33:53
11535,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,0,60,286.3,12/07/2016,11:33:53
11536,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,0,60,439.1,12/07/2016,11:33:53
11537,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,0,60,333.1,12/07/2016,11:33:53
11538,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,0,60,341.3,12/07/2016,11:33:53
11539,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,0,60,213.3,12/07/2016,11:33:53
11540,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,0,60,313,12/07/2016,11:33:53
11541,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,0,60,330.9,12/07/2016,11:33:53
11542,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,0,60,306.7,12/07/2016,11:33:53
11543,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,0,60,366.7,12/07/2016,11:33:53
11544,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,0,60,204.7,12/07/2016,11:33:53
11545,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,0,60,263.4,12/07/2016,11:33:53
11546,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,0,60,388.5,12/07/2016,11:33:53
11547,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,0,60,223.4,12/07/2016,11:33:53
11580,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,60,120,264.9,12/07/2016,11:34:54
11581,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,60,120,354.6,12/07/2016,11:34:54
11582,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,60,120,299.6,12/07/2016,11:34:54
11583,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,60,120,0.3,12/07/2016,11:34:54
11584,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,60,120,327.7,12/07/2016,11:34:54
11585,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,60,120,250.6,12/07/2016,11:34:54
11586,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,60,120,310.1,12/07/2016,11:34:54
11587,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,60,120,215,12/07/2016,11:34:54
11588,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,60,120,203.7,12/07/2016,11:34:54
11589,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,60,120,315.9,12/07/2016,11:34:54
11590,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,60,120,279.2,12/07/2016,11:34:54
11591,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,60,120,349.9,12/07/2016,11:34:54
11592,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,60,120,570,12/07/2016,11:34:54
11593,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,60,120,188.8,12/07/2016,11:34:54
11594,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,60,120,179.9,12/07/2016,11:34:54
11595,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,60,120,130.7,12/07/2016,11:34:54
11564,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,60,120,263.3,12/07/2016,11:34:53
11565,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,60,120,274.4,12/07/2016,11:34:53
11566,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,60,120,293.1,12/07/2016,11:34:53
11567,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,60,120,190,12/07/2016,11:34:53
11568,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,60,120,408.4,12/07/2016,11:34:53
11569,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,60,120,248.8,12/07/2016,11:34:53
11570,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,60,120,207.4,12/07/2016,11:34:53
11571,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,60,120,102.6,12/07/2016,11:34:54
11572,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,60,120,353.1,12/07/2016,11:34:54
11573,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,60,120,263.2,12/07/2016,11:34:54
11574,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,60,120,274.6,12/07/2016,11:34:54
11575,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,60,120,355.6,12/07/2016,11:34:54
11576,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,60,120,212.2,12/07/2016,11:34:54
11577,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,60,120,349.9,12/07/2016,11:34:54
11578,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,60,120,355.1,12/07/2016,11:34:54
11579,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,60,120,250.8,12/07/2016,11:34:54
11612,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,120,180,214.9,12/07/2016,11:35:54
11613,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,120,180,314.4,12/07/2016,11:35:54
11614,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,120,180,366.7,12/07/2016,11:35:54
11615,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,120,180,18.7,12/07/2016,11:35:54
11616,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,120,180,288.3,12/07/2016,11:35:54
11617,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,120,180,251,12/07/2016,11:35:54
11618,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,120,180,278.5,12/07/2016,11:35:54
11619,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,120,180,219.3,12/07/2016,11:35:54
11620,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,120,180,176.6,12/07/2016,11:35:54
11621,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,120,180,238.2,12/07/2016,11:35:54
11622,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,120,180,173.3,12/07/2016,11:35:54
11623,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,120,180,408.5,12/07/2016,11:35:54
11624,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,120,180,413.8,12/07/2016,11:35:54
11625,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,120,180,110.9,12/07/2016,11:35:54
11626,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,120,180,171.8,12/07/2016,11:35:54
11627,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,120,180,112.2,12/07/2016,11:35:54
11596,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,120,180,281.4,12/07/2016,11:35:53
11597,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,120,180,243.6,12/07/2016,11:35:53
11598,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,120,180,268.2,12/07/2016,11:35:53
11599,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,120,180,269,12/07/2016,11:35:53
11600,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,120,180,429.8,12/07/2016,11:35:53
11601,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,120,180,255.9,12/07/2016,11:35:53
11602,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,120,180,258.1,12/07/2016,11:35:53
11603,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,120,180,71.5,12/07/2016,11:35:53
11604,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,120,180,312.2,12/07/2016,11:35:53
11605,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,120,180,283.4,12/07/2016,11:35:54
11606,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,120,180,260,12/07/2016,11:35:54
11607,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,120,180,327.9,12/07/2016,11:35:54
11608,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,120,180,162,12/07/2016,11:35:54
11609,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,120,180,215.8,12/07/2016,11:35:54
11610,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,120,180,313.6,12/07/2016,11:35:54
11611,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,120,180,167.2,12/07/2016,11:35:54
11644,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,180,240,191.5,12/07/2016,11:36:54
11645,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,180,240,301.2,12/07/2016,11:36:54
11646,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,180,240,305.6,12/07/2016,11:36:54
11647,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,180,240,33.8,12/07/2016,11:36:54
11648,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,180,240,290.2,12/07/2016,11:36:54
11649,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,180,240,254.3,12/07/2016,11:36:54
11650,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,180,240,189.1,12/07/2016,11:36:54
11651,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,180,240,216.3,12/07/2016,11:36:54
11652,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,180,240,203.8,12/07/2016,11:36:54
11653,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,180,240,264.1,12/07/2016,11:36:54
11654,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,180,240,211.1,12/07/2016,11:36:54
11655,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,180,240,437.3,12/07/2016,11:36:54
11656,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,180,240,576,12/07/2016,11:36:54
11657,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,180,240,158.9,12/07/2016,11:36:54
11658,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,180,240,174.5,12/07/2016,11:36:54
11659,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,180,240,157.8,12/07/2016,11:36:54
11628,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,180,240,280.3,12/07/2016,11:36:53
11629,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,180,240,235,12/07/2016,11:36:53
11630,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,180,240,295.3,12/07/2016,11:36:53
11631,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,180,240,251.6,12/07/2016,11:36:53
11632,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,180,240,439.5,12/07/2016,11:36:53
11633,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,180,240,308.4,12/07/2016,11:36:53
11634,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,180,240,157.7,12/07/2016,11:36:53
11635,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,180,240,147.3,12/07/2016,11:36:53
11636,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,180,240,305.6,12/07/2016,11:36:53
11637,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,180,240,263.6,12/07/2016,11:36:54
11638,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,180,240,264.4,12/07/2016,11:36:54
11639,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,180,240,352.8,12/07/2016,11:36:54
11640,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,180,240,130.2,12/07/2016,11:36:54
11641,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,180,240,216,12/07/2016,11:36:54
11642,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,180,240,344.9,12/07/2016,11:36:54
11643,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,180,240,141.6,12/07/2016,11:36:54
11676,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,240,300,194.7,12/07/2016,11:37:54
11677,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,240,300,326.8,12/07/2016,11:37:54
11678,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,240,300,264.9,12/07/2016,11:37:54
11679,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,240,300,7.1,12/07/2016,11:37:54
11680,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,240,300,298,12/07/2016,11:37:54
11681,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,240,300,223.9,12/07/2016,11:37:54
11682,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,240,300,402.3,12/07/2016,11:37:54
11683,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,240,300,243.9,12/07/2016,11:37:54
11684,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,240,300,200.1,12/07/2016,11:37:54
11685,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,240,300,311.3,12/07/2016,11:37:54
11686,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,240,300,222.2,12/07/2016,11:37:54
11687,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,240,300,497.4,12/07/2016,11:37:54
11688,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,240,300,512.1,12/07/2016,11:37:54
11689,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,240,300,243.1,12/07/2016,11:37:54
11690,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,240,300,116.3,12/07/2016,11:37:54
11691,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,240,300,183,12/07/2016,11:37:54
11660,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,240,300,289.6,12/07/2016,11:37:53
11661,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,240,300,432.7,12/07/2016,11:37:53
11662,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,240,300,346.7,12/07/2016,11:37:53
11663,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,240,300,187.1,12/07/2016,11:37:53
11664,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,240,300,458.4,12/07/2016,11:37:53
11665,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,240,300,256.9,12/07/2016,11:37:53
11666,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,240,300,118.7,12/07/2016,11:37:53
11667,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,240,300,192.7,12/07/2016,11:37:53
11668,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,240,300,233.3,12/07/2016,11:37:53
11669,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,240,300,358.5,12/07/2016,11:37:53
11670,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,240,300,309.7,12/07/2016,11:37:53
11671,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,240,300,307,12/07/2016,11:37:53
11672,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,240,300,230.8,12/07/2016,11:37:53
11673,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,240,300,270.5,12/07/2016,11:37:54
11674,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,240,300,328.1,12/07/2016,11:37:54
11675,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,240,300,134.7,12/07/2016,11:37:54
11708,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,300,360,202.7,12/07/2016,11:38:54
11709,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,300,360,395.2,12/07/2016,11:38:54
11710,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,300,360,330.4,12/07/2016,11:38:54
11711,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,300,360,31.1,12/07/2016,11:38:54
11712,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,300,360,268.1,12/07/2016,11:38:54
11713,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,300,360,207.9,12/07/2016,11:38:54
11714,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,300,360,330.3,12/07/2016,11:38:54
11715,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,300,360,215.4,12/07/2016,11:38:54
11716,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,300,360,190.8,12/07/2016,11:38:54
11717,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,300,360,249.2,12/07/2016,11:38:54
11718,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,300,360,172.5,12/07/2016,11:38:54
11719,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,300,360,457.6,12/07/2016,11:38:54
11720,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,300,360,547.3,12/07/2016,11:38:54
11721,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,300,360,245,12/07/2016,11:38:54
11722,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,300,360,176.4,12/07/2016,11:38:54
11723,1.0,2.0,1.0,1.0,AB,c1-016,DM1016,300,360,191.9,12/07/2016,11:38:54
11692,1.0,2.0,1.0,1.0,AB,c2-001,DM2017,300,360,227.1,12/07/2016,11:38:53
11693,1.0,2.0,1.0,1.0,AB,c2-002,DM2018,300,360,326.1,12/07/2016,11:38:53
11694,1.0,2.0,1.0,1.0,AB,c2-003,DM2019,300,360,312.1,12/07/2016,11:38:53
11695,1.0,2.0,1.0,1.0,AB,c2-004,DM2020,300,360,248.6,12/07/2016,11:38:53
11696,1.0,2.0,1.0,1.0,AB,c2-005,DM2021,300,360,387.2,12/07/2016,11:38:53
11697,1.0,2.0,1.0,1.0,AB,c2-006,DM2022,300,360,274.8,12/07/2016,11:38:53
11698,1.0,2.0,1.0,1.0,AB,c2-007,DM2023,300,360,121.6,12/07/2016,11:38:53
11699,1.0,2.0,1.0,1.0,AB,c2-008,DM2024,300,360,156.4,12/07/2016,11:38:53
11700,1.0,2.0,1.0,1.0,AB,c2-009,DM2025,300,360,285.9,12/07/2016,11:38:53
11701,1.0,2.0,1.0,1.0,AB,c2-010,DM2026,300,360,265.7,12/07/2016,11:38:53
11702,1.0,2.0,1.0,1.0,AB,c2-011,DM2027,300,360,297.7,12/07/2016,11:38:53
11703,1.0,2.0,1.0,1.0,AB,c2-012,DM2028,300,360,370,12/07/2016,11:38:53
11704,1.0,2.0,1.0,1.0,AB,c2-013,DM2029,300,360,215.9,12/07/2016,11:38:53
11705,1.0,2.0,1.0,1.0,AB,c2-014,DM2030,300,360,281.5,12/07/2016,11:38:53
11706,1.0,2.0,1.0,1.0,AB,c2-015,DM2031,300,360,252,12/07/2016,11:38:54
11707,1.0,2.0,1.0,1.0,AB,c2-016,DM2032,300,360,149.9,12/07/2016,11:38:54
11740,1.0,2.0,1.0,1.0,AB,c1-001,DM1001,360,420,240,12/07/2016,11:39:54
11741,1.0,2.0,1.0,1.0,AB,c1-002,DM1002,360,420,338.4,12/07/2016,11:39:54
11742,1.0,2.0,1.0,1.0,AB,c1-003,DM1003,360,420,326,12/07/2016,11:39:54
11743,1.0,2.0,1.0,1.0,AB,c1-004,DM1004,360,420,60.1,12/07/2016,11:39:54
11744,1.0,2.0,1.0,1.0,AB,c1-005,DM1005,360,420,303.5,12/07/2016,11:39:54
11745,1.0,2.0,1.0,1.0,AB,c1-006,DM1006,360,420,177.3,12/07/2016,11:39:54
11746,1.0,2.0,1.0,1.0,AB,c1-007,DM1007,360,420,350.2,12/07/2016,11:39:54
11747,1.0,2.0,1.0,1.0,AB,c1-008,DM1008,360,420,279.4,12/07/2016,11:39:54
11748,1.0,2.0,1.0,1.0,AB,c1-009,DM1009,360,420,166.1,12/07/2016,11:39:54
11749,1.0,2.0,1.0,1.0,AB,c1-010,DM1010,360,420,268.5,12/07/2016,11:39:54
11750,1.0,2.0,1.0,1.0,AB,c1-011,DM1011,360,420,242.6,12/07/2016,11:39:54
11751,1.0,2.0,1.0,1.0,AB,c1-012,DM1012,360,420,406.1,12/07/2016,11:39:54
11752,1.0,2.0,1.0,1.0,AB,c1-013,DM1013,360,420,465.2,12/07/2016,11:39:54
11753,1.0,2.0,1.0,1.0,AB,c1-014,DM1014,360,420,250.9,12/07/2016,11:39:54
11754,1.0,2.0,1.0,1.0,AB,c1-015,DM1015,360,420,189.6,12/07/2016,11:39:54
